,學期,學校,,,學校名稱,系所代碼,系所名稱,學制,輔系人次
,,設立別 ,學校類別,學校代碼,,,,,
103,1,私立,一般大學,1002,輔仁大學,310301,社會學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,310301,社會學系,學士班(日間),48
103,1,私立,一般大學,1002,輔仁大學,310501,心理學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,310501,心理學系,學士班(日間),31
103,1,私立,一般大學,1002,輔仁大學,310505,臨床心理學系,學士班(日間),15
103,1,私立,一般大學,1002,輔仁大學,320101,大眾傳播學士學位學程,學士班(進修),10
103,1,私立,一般大學,1002,輔仁大學,320101,大眾傳播學研究所,碩士在職專班,0
103,1,私立,一般大學,1002,輔仁大學,320101,大眾傳播學研究所,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,320202,新聞傳播學系,學士班(日間),82
103,1,私立,一般大學,1002,輔仁大學,320302,影像傳播學系,學士班(日間),46
103,1,私立,一般大學,1002,輔仁大學,320602,圖書資訊學系,學士班(日間),51
103,1,私立,一般大學,1002,輔仁大學,320602,圖書資訊學系,學士班(進修),2
103,1,私立,一般大學,1002,輔仁大學,320801,廣告傳播學系,學士班(日間),36
103,1,私立,一般大學,1002,輔仁大學,340115,商業管理學士學位學程,學士班(進修),4
103,1,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(日間),13
103,1,私立,一般大學,1002,輔仁大學,340201,會計學系,學士班(進修),0
103,1,私立,一般大學,1002,輔仁大學,340301,企業管理學系,學士班(日間),73
103,1,私立,一般大學,1002,輔仁大學,340320,國際創業與經營管理碩士學位學程,碩士在職專班,0
103,1,私立,一般大學,1002,輔仁大學,340522,金融與國際企業學系,學士班(日間),69
103,1,私立,一般大學,1002,輔仁大學,380101,法律學系,學士班(日間),43
103,1,私立,一般大學,1002,輔仁大學,380101,法律學系,學士班(進修),5
103,1,私立,一般大學,1002,輔仁大學,380106,學士後法律學系,學士班(日間),5
103,1,私立,一般大學,1002,輔仁大學,380201,財經法律學系,學士班(日間),21
103,1,私立,一般大學,1002,輔仁大學,420103,生命科學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,420103,生命科學系,學士班(日間),10
103,1,私立,一般大學,1002,輔仁大學,440101,化學系,博士班,0
103,1,私立,一般大學,1002,輔仁大學,440101,化學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,440101,化學系,學士班(日間),12
103,1,私立,一般大學,1002,輔仁大學,440301,物理學系,學士班(日間),2
103,1,私立,一般大學,1002,輔仁大學,460101,數學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,460101,數學系,學士班(日間),15
103,1,私立,一般大學,1002,輔仁大學,460201,統計資訊學系,學士班(日間),26
103,1,私立,一般大學,1002,輔仁大學,480109,資訊管理學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,480109,資訊管理學系,學士班(日間),46
103,1,私立,一般大學,1002,輔仁大學,480314,軟體工程與數位創意學士學位學程,學士班(進修),3
103,1,私立,一般大學,1002,輔仁大學,520101,電機工程學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,520101,電機工程學系,學士班(日間),3
103,1,私立,一般大學,1002,輔仁大學,520114,資訊工程學系,學士班(日間),5
103,1,私立,一般大學,1002,輔仁大學,580201,景觀設計學系,學士班(日間),19
103,1,私立,一般大學,1002,輔仁大學,620601,食品科學系,學士班(日間),16
103,1,私立,一般大學,1002,輔仁大學,720101,醫學系,學士班(日間),2
103,1,私立,一般大學,1002,輔仁大學,720201,公共衛生學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,720201,公共衛生學系,學士班(日間),23
103,1,私立,一般大學,1002,輔仁大學,720402,職能治療學系,學士班(日間),5
103,1,私立,一般大學,1002,輔仁大學,720507,營養科學系,學士班(日間),15
103,1,私立,一般大學,1002,輔仁大學,720601,護理學系,學士班(日間),15
103,1,私立,一般大學,1002,輔仁大學,720613,呼吸治療學系,學士班(日間),1
103,1,私立,一般大學,1002,輔仁大學,760301,社會工作學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,760301,社會工作學系,學士班(日間),33
103,1,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,碩士在職專班,0
103,1,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,760403,兒童與家庭學系,學士班(日間),35
103,1,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,碩士在職專班,0
103,1,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(日間),57
103,1,私立,一般大學,1002,輔仁大學,810102,餐旅管理學系,學士班(進修),4
103,1,私立,一般大學,1002,輔仁大學,810502,運動休閒管理學士學位學程,學士班(進修),1
103,1,私立,一般大學,1002,輔仁大學,810702,織品服裝學系,碩士在職專班,0
103,1,私立,一般大學,1002,輔仁大學,810702,織品服裝學系,碩士班(日間),0
103,1,私立,一般大學,1002,輔仁大學,810702,織品服裝學系,學士班(日間),99
103,1,私立,一般大學,1003,東吳大學,210401,音樂學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,210401,音樂學系,學士班(日間),11
103,1,私立,一般大學,1003,東吳大學,220201,中國文學系,碩士在職專班,0
103,1,私立,一般大學,1003,東吳大學,220201,中國文學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,220201,中國文學系,學士班(日間),50
103,1,私立,一般大學,1003,東吳大學,220201,中國文學系,學士班(進修),4
103,1,私立,一般大學,1003,東吳大學,220309,英文學系,學士班(日間),73
103,1,私立,一般大學,1003,東吳大學,220309,英文學系,學士班(進修),5
103,1,私立,一般大學,1003,東吳大學,220320,日本語文學系,博士班,0
103,1,私立,一般大學,1003,東吳大學,220320,日本語文學系,碩士在職專班,0
103,1,私立,一般大學,1003,東吳大學,220320,日本語文學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,220320,日本語文學系,學士班(日間),74
103,1,私立,一般大學,1003,東吳大學,220320,日本語文學系,學士班(進修),1
103,1,私立,一般大學,1003,東吳大學,220901,歷史學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,220901,歷史學系,學士班(日間),18
103,1,私立,一般大學,1003,東吳大學,221101,哲學系,學士班(日間),10
103,1,私立,一般大學,1003,東吳大學,310101,經濟學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,310101,經濟學系,學士班(日間),47
103,1,私立,一般大學,1003,東吳大學,310201,政治學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,310201,政治學系,學士班(日間),41
103,1,私立,一般大學,1003,東吳大學,310301,社會學系,碩士在職專班,0
103,1,私立,一般大學,1003,東吳大學,310301,社會學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,310301,社會學系,學士班(日間),44
103,1,私立,一般大學,1003,東吳大學,310501,心理學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,310501,心理學系,學士班(日間),14
103,1,私立,一般大學,1003,東吳大學,310710,德國文化學系,學士班(日間),36
103,1,私立,一般大學,1003,東吳大學,340101,商學進修學士班,學士班(進修),2
103,1,私立,一般大學,1003,東吳大學,340201,會計學系,學士班(日間),13
103,1,私立,一般大學,1003,東吳大學,340301,企業管理學系,學士班(日間),33
103,1,私立,一般大學,1003,東吳大學,340408,國際經營與貿易學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,340408,國際經營與貿易學系,學士班(日間),25
103,1,私立,一般大學,1003,東吳大學,380101,法律學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,380101,法律學系,學士班(日間),21
103,1,私立,一般大學,1003,東吳大學,420401,微生物學系,博士班,0
103,1,私立,一般大學,1003,東吳大學,420401,微生物學系,學士班(日間),4
103,1,私立,一般大學,1003,東吳大學,440101,化學系,學士班(日間),0
103,1,私立,一般大學,1003,東吳大學,440301,物理學系,學士班(日間),2
103,1,私立,一般大學,1003,東吳大學,460101,數學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,460101,數學系,學士班(日間),1
103,1,私立,一般大學,1003,東吳大學,469902,財務工程與精算數學系,碩士在職專班,0
103,1,私立,一般大學,1003,東吳大學,469902,財務工程與精算數學系,學士班(日間),16
103,1,私立,一般大學,1003,東吳大學,480109,資訊管理學系,學士班(日間),14
103,1,私立,一般大學,1003,東吳大學,760301,社會工作學系,碩士班(日間),0
103,1,私立,一般大學,1003,東吳大學,760301,社會工作學系,學士班(日間),40
103,1,私立,一般大學,1004,中原大學,140101,教育研究所,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,140101,教育研究所,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,140601,特殊教育學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,140601,特殊教育學系,學士班(日間),30
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,220204,應用華語文學系,學士班(日間),77
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,220304,應用外國語文學系,學士班(日間),82
103,1,私立,一般大學,1004,中原大學,220801,宗教研究所,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,230302,商業設計學系,學士班(日間),4
103,1,私立,一般大學,1004,中原大學,230401,室內設計學系,學士班(日間),3
103,1,私立,一般大學,1004,中原大學,310501,心理學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,310501,心理學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,310501,心理學系,學士班(日間),20
103,1,私立,一般大學,1004,中原大學,340201,會計學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,340201,會計學系,學士班(日間),28
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,340301,企業管理學系,學士班(日間),91
103,1,私立,一般大學,1004,中原大學,340405,國際商學碩士學位學程,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,340408,國際經營與貿易學系,學士班(日間),36
103,1,私立,一般大學,1004,中原大學,340501,財務金融學系,學士班(日間),61
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,380201,財經法律學系,學士班(日間),30
103,1,私立,一般大學,1004,中原大學,420302,生物科技學系,學士班(日間),30
103,1,私立,一般大學,1004,中原大學,440101,化學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,440101,化學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,440101,化學系,學士班(日間),6
103,1,私立,一般大學,1004,中原大學,440301,物理學系,學士班(日間),5
103,1,私立,一般大學,1004,中原大學,460102,應用數學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,460102,應用數學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,460102,應用數學系,學士班(日間),27
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,480109,資訊管理學系,學士班(日間),9
103,1,私立,一般大學,1004,中原大學,520101,電機工程學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,520101,電機工程學系,學士班(日間),10
103,1,私立,一般大學,1004,中原大學,520103,電子工程學系,博士班,0
103,1,私立,一般大學,1004,中原大學,520103,電子工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,520103,電子工程學系,學士班(日間),12
103,1,私立,一般大學,1004,中原大學,520114,資訊工程學系,碩士在職專班,0
103,1,私立,一般大學,1004,中原大學,520114,資訊工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,520114,資訊工程學系,學士班(日間),7
103,1,私立,一般大學,1004,中原大學,520196,電機資訊學院學士班,學士班(日間),9
103,1,私立,一般大學,1004,中原大學,520201,機械工程學系,博士班,0
103,1,私立,一般大學,1004,中原大學,520201,機械工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,520201,機械工程學系,學士班(日間),8
103,1,私立,一般大學,1004,中原大學,520301,土木工程學系,博士班,0
103,1,私立,一般大學,1004,中原大學,520301,土木工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,520301,土木工程學系,學士班(日間),20
103,1,私立,一般大學,1004,中原大學,520315,生物環境工程學系,學士班(日間),4
103,1,私立,一般大學,1004,中原大學,520401,化學工程學系,學士班(日間),5
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,520611,工業與系統工程學系,學士班(日間),32
103,1,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,521108,生物醫學工程學系,學士班(日間),1
103,1,私立,一般大學,1004,中原大學,580101,建築學系,碩士班(日間),0
103,1,私立,一般大學,1004,中原大學,580101,建築學系,學士班(日間),3
103,1,私立,一般大學,1004,中原大學,580203,景觀學系,學士班(日間),0
103,1,私立,一般大學,1005,淡江大學,140105,課程與教學研究所,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,140105,課程與教學研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,140108,教育心理與諮商研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,140706,教育政策與領導研究所,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,140706,教育政策與領導研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,140801,教育科技學系,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,140801,教育科技學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,140801,教育科技學系,學士班(日間),34
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,博士班,0
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(日間),93
103,1,私立,一般大學,1005,淡江大學,220201,中國文學學系,學士班(進修),1
103,1,私立,一般大學,1005,淡江大學,220309,英文學系,博士班,0
103,1,私立,一般大學,1005,淡江大學,220309,英文學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220309,英文學系,學士班(日間),79
103,1,私立,一般大學,1005,淡江大學,220309,英文學系,學士班(進修),0
103,1,私立,一般大學,1005,淡江大學,220314,法國語文學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220314,法國語文學系,學士班(日間),96
103,1,私立,一般大學,1005,淡江大學,220315,德國語文學系,學士班(日間),84
103,1,私立,一般大學,1005,淡江大學,220318,西班牙語文學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220318,西班牙語文學系,學士班(日間),107
103,1,私立,一般大學,1005,淡江大學,220320,日本語文學系,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,220320,日本語文學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220320,日本語文學系,學士班(日間),124
103,1,私立,一般大學,1005,淡江大學,220320,日本語文學系,學士班(進修),1
103,1,私立,一般大學,1005,淡江大學,220323,俄國語文學系,學士班(日間),61
103,1,私立,一般大學,1005,淡江大學,220342,英美語言文化學系全英語學士班,學士班(日間),1
103,1,私立,一般大學,1005,淡江大學,220901,歷史學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,220901,歷史學系,學士班(日間),47
103,1,私立,一般大學,1005,淡江大學,310101,經濟學系,學士班(日間),38
103,1,私立,一般大學,1005,淡江大學,310104,產業經濟學系,學士班(日間),48
103,1,私立,一般大學,1005,淡江大學,310202,全球政治經濟學系全英語學士班,學士班(日間),7
103,1,私立,一般大學,1005,淡江大學,310706,歐洲研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,310707,中國大陸研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,310731,亞洲研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,310801,公共行政學系,學士班(日間),66
103,1,私立,一般大學,1005,淡江大學,310801,公共行政學系,學士班(進修),1
103,1,私立,一般大學,1005,淡江大學,310902,國際事務與戰略研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,311008,未來學研究所,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,320101,大眾傳播學系,學士班(日間),25
103,1,私立,一般大學,1005,淡江大學,320105,資訊傳播學系,學士班(日間),2
103,1,私立,一般大學,1005,淡江大學,320601,資訊與圖書館學系,學士班(日間),93
103,1,私立,一般大學,1005,淡江大學,340201,會計學系,學士班(日間),8
103,1,私立,一般大學,1005,淡江大學,340301,企業管理學系,學士班(日間),58
103,1,私立,一般大學,1005,淡江大學,340306,管理科學學系,博士班,0
103,1,私立,一般大學,1005,淡江大學,340306,管理科學學系,學士班(日間),12
103,1,私立,一般大學,1005,淡江大學,340307,國際企業學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,340307,國際企業學系,學士班(日間),58
103,1,私立,一般大學,1005,淡江大學,340501,財務金融學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,340501,財務金融學系,學士班(日間),44
103,1,私立,一般大學,1005,淡江大學,340604,保險學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,340604,保險學系,學士班(日間),33
103,1,私立,一般大學,1005,淡江大學,440101,化學學系,博士班,0
103,1,私立,一般大學,1005,淡江大學,440101,化學學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,440101,化學學系,學士班(日間),2
103,1,私立,一般大學,1005,淡江大學,440301,物理學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,440301,物理學系,學士班(日間),8
103,1,私立,一般大學,1005,淡江大學,460101,數學學系,博士班,0
103,1,私立,一般大學,1005,淡江大學,460101,數學學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,460101,數學學系,學士班(日間),3
103,1,私立,一般大學,1005,淡江大學,460201,統計學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,460201,統計學系,學士班(日間),11
103,1,私立,一般大學,1005,淡江大學,460201,統計學系,學士班(進修),3
103,1,私立,一般大學,1005,淡江大學,480109,資訊管理學系,碩士在職專班,0
103,1,私立,一般大學,1005,淡江大學,480109,資訊管理學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,480109,資訊管理學系,學士班(日間),21
103,1,私立,一般大學,1005,淡江大學,520101,電機工程學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520101,電機工程學系,學士班(日間),4
103,1,私立,一般大學,1005,淡江大學,520101,電機工程學系機器人工程碩士班,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520114,資訊工程學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520114,資訊工程學系,學士班(日間),7
103,1,私立,一般大學,1005,淡江大學,520114,資訊工程學系全英語碩士班,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520205,航空太空工程學系,學士班(日間),4
103,1,私立,一般大學,1005,淡江大學,520226,機械與機電工程學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520226,機械與機電工程學系,學士班(日間),1
103,1,私立,一般大學,1005,淡江大學,520301,土木工程學系,碩士班(日間),0
103,1,私立,一般大學,1005,淡江大學,520301,土木工程學系,學士班(日間),5
103,1,私立,一般大學,1005,淡江大學,520403,化學工程與材料工程學系,學士班(日間),3
103,1,私立,一般大學,1005,淡江大學,520907,水資源及環境工程學系,學士班(日間),5
103,1,私立,一般大學,1005,淡江大學,580101,建築學系,學士班(日間),1
103,1,私立,一般大學,1005,淡江大學,810233,國際觀光管理學系,學士班(日間),0
103,1,私立,一般大學,1005,淡江大學,840101,運輸管理學系,學士班(日間),18
103,1,私立,一般大學,1006,中國文化大學,140101,教育學系,學士班(日間),42
103,1,私立,一般大學,1006,中國文化大學,140315,體育學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,140315,體育學系運動教練博士班,博士班,0
103,1,私立,一般大學,1006,中國文化大學,140315,體育學系運動教練碩士班,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210101,美術學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210101,美術學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,210401,音樂學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210401,音樂學系,學士班(日間),5
103,1,私立,一般大學,1006,中國文化大學,210402,中國音樂學系,學士班(日間),4
103,1,私立,一般大學,1006,中國文化大學,210501,戲劇學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210501,戲劇學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210502,中國戲劇學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,210511,舞蹈學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,210511,舞蹈學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,220201,中國文學系,博士班,0
103,1,私立,一般大學,1006,中國文化大學,220201,中國文學系,碩士在職專班,0
103,1,私立,一般大學,1006,中國文化大學,220201,中國文學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,220201,中國文學系,學士班(日間),41
103,1,私立,一般大學,1006,中國文化大學,220307,英國語文學系,學士班(日間),21
103,1,私立,一般大學,1006,中國文化大學,220314,法國語文學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,220315,德國語文學系,學士班(日間),7
103,1,私立,一般大學,1006,中國文化大學,220320,日本語文學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,220320,日本語文學系,學士班(日間),10
103,1,私立,一般大學,1006,中國文化大學,220323,俄國語文學系,學士班(日間),8
103,1,私立,一般大學,1006,中國文化大學,220324,韓國語文學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,220901,史學系,博士班,0
103,1,私立,一般大學,1006,中國文化大學,220901,史學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,220901,史學系,學士班(日間),6
103,1,私立,一般大學,1006,中國文化大學,221101,哲學系,學士班(日間),3
103,1,私立,一般大學,1006,中國文化大學,230202,數位媒體學士學位學程,學士班(進修),0
103,1,私立,一般大學,1006,中國文化大學,310101,經濟學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,310201,政治學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,310504,心理輔導學系,學士班(日間),6
103,1,私立,一般大學,1006,中國文化大學,310601,地理學系,學士班(日間),5
103,1,私立,一般大學,1006,中國文化大學,310603,地學研究所,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,310804,行政管理學系,學士班(日間),6
103,1,私立,一般大學,1006,中國文化大學,311003,勞工關係學系,學士班(日間),13
103,1,私立,一般大學,1006,中國文化大學,320101,大眾傳播學系,學士班(日間),10
103,1,私立,一般大學,1006,中國文化大學,320105,資訊傳播學系,學士班(日間),4
103,1,私立,一般大學,1006,中國文化大學,320201,新聞學系,學士班(日間),12
103,1,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(日間),5
103,1,私立,一般大學,1006,中國文化大學,320802,廣告學系,學士班(進修),2
103,1,私立,一般大學,1006,中國文化大學,340118,全球商務學士學位學程,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,340201,會計學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,340201,會計學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,340307,國際企業管理學系,學士班(日間),8
103,1,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,340401,國際貿易學系,學士班(日間),10
103,1,私立,一般大學,1006,中國文化大學,340501,財務金融學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,340501,財務金融學系,學士班(進修),0
103,1,私立,一般大學,1006,中國文化大學,349965,時尚與創意產業品牌建構及經營管理學士學位學程,學士班(進修),1
103,1,私立,一般大學,1006,中國文化大學,349989,學士後不動產估價及經營管理學士學位學程,學士班(進修),0
103,1,私立,一般大學,1006,中國文化大學,380101,法律學系,學士班(日間),21
103,1,私立,一般大學,1006,中國文化大學,420103,生命科學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,440101,化學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,440203,地質學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,440401,大氣科學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,460102,應用數學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,480109,資訊管理學系,學士班(日間),3
103,1,私立,一般大學,1006,中國文化大學,480109,資訊管理學系,學士班(進修),0
103,1,私立,一般大學,1006,中國文化大學,520114,資訊工程學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,520143,光電物理學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,520201,機械工程學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,520403,化學工程與材料工程學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,520701,紡織工程學系,學士班(日間),3
103,1,私立,一般大學,1006,中國文化大學,580108,建築及都市設計學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,580203,景觀學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,580305,市政暨環境規劃學系,學士班(日間),3
103,1,私立,一般大學,1006,中國文化大學,620203,動物科學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,620702,土地資源學系,學士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,621001,森林暨自然保育學系,學士班(日間),1
103,1,私立,一般大學,1006,中國文化大學,720504,保健營養學系,學士班(日間),2
103,1,私立,一般大學,1006,中國文化大學,760304,社會福利學系,學士班(日間),6
103,1,私立,一般大學,1006,中國文化大學,810202,觀光事業學系,學士班(日間),6
103,1,私立,一般大學,1006,中國文化大學,810202,觀光事業學系觀光休閒事業管理碩士班,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,810313,技擊運動暨國術學系,學士班(日間),3
103,1,私立,一般大學,1006,中國文化大學,810405,運動與健康促進學系,學士班(日間),4
103,1,私立,一般大學,1006,中國文化大學,810508,休閒事業管理學士學位學程,學士班(進修),0
103,1,私立,一般大學,1006,中國文化大學,810602,生活應用科學系,碩士在職專班,0
103,1,私立,一般大學,1006,中國文化大學,810602,生活應用科學系,碩士班(日間),0
103,1,私立,一般大學,1006,中國文化大學,810602,生活應用科學系,學士班(日間),4
103,1,私立,一般大學,1007,逢甲大學,220201,中國文學系,學士班(日間),19
103,1,私立,一般大學,1007,逢甲大學,220301,外國語文學系,學士班(日間),63
103,1,私立,一般大學,1007,逢甲大學,220904,歷史與文物研究所,碩士班(日間),0
103,1,私立,一般大學,1007,逢甲大學,230403,室內與景觀設計進修學士班,學士班(進修),1
103,1,私立,一般大學,1007,逢甲大學,310101,經濟學系,碩士班(日間),0
103,1,私立,一般大學,1007,逢甲大學,310101,經濟學系,學士班(日間),18
103,1,私立,一般大學,1007,逢甲大學,310103,合作經濟學系,學士班(日間),17
103,1,私立,一般大學,1007,逢甲大學,310806,公共政策研究所,碩士班(日間),0
103,1,私立,一般大學,1007,逢甲大學,340101,商學進修學士班,學士班(進修),1
103,1,私立,一般大學,1007,逢甲大學,340201,會計學系,學士班(日間),6
103,1,私立,一般大學,1007,逢甲大學,340301,企業管理學系,碩士班(日間),0
103,1,私立,一般大學,1007,逢甲大學,340301,企業管理學系,學士班(日間),33
103,1,私立,一般大學,1007,逢甲大學,340307,國際企業管理學士學位學程(英語專班),學士班(日間),3
