,學期,學校,,,學校名稱,系所代碼,系所名稱,學制,輔系人次
,,設立別 ,學校類別,學校代碼,,,,,
101,1,公立,一般大學,1,國立政治大學,140101,教育學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,140101,教育學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,140101,教育學系,學士班(日間),157
101,1,公立,一般大學,1,國立政治大學,140203,華語文教學博士學位學程,博士班,0
101,1,公立,一般大學,1,國立政治大學,140203,華語文教學碩士學位學程,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,140401,幼兒教育研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,140701,教育行政與政策研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,140709,學校行政碩士在職專班,碩士在職專班,0
101,1,公立,一般大學,1,國立政治大學,220101,台灣文學研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,220101,台灣文學研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220201,中國文學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,220201,中國文學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220201,中國文學系,學士班(日間),135
101,1,公立,一般大學,1,國立政治大學,220307,英國語文學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,220307,英國語文學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220307,英國語文學系,學士班(日間),109
101,1,公立,一般大學,1,國立政治大學,220320,日本語文學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220320,日本語文學系,學士班(日間),55
101,1,公立,一般大學,1,國立政治大學,220322,阿拉伯語文學系,學士班(日間),54
101,1,公立,一般大學,1,國立政治大學,220324,韓國語文學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220324,韓國語文學系,學士班(日間),85
101,1,公立,一般大學,1,國立政治大學,220326,土耳其語文學系,學士班(日間),64
101,1,公立,一般大學,1,國立政治大學,220327,歐洲語文學系,學士班(日間),150
101,1,公立,一般大學,1,國立政治大學,220333,斯拉夫語文學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220333,斯拉夫語文學系,學士班(日間),69
101,1,公立,一般大學,1,國立政治大學,220701,語言學研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,220701,語言學研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220801,宗教研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,220801,宗教研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220901,歷史學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,220901,歷史學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,220901,歷史學系,學士班(日間),105
101,1,公立,一般大學,1,國立政治大學,220903,台灣史研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,220903,台灣史研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,221101,哲學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,221101,哲學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,221101,哲學系,學士班(日間),46
101,1,公立,一般大學,1,國立政治大學,310101,經濟學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310101,經濟學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310101,經濟學系,學士班(日間),94
101,1,公立,一般大學,1,國立政治大學,310201,政治學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310201,政治學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310201,政治學系,學士班(日間),79
101,1,公立,一般大學,1,國立政治大學,310301,社會學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310301,社會學系,學士班(日間),55
101,1,公立,一般大學,1,國立政治大學,310401,民族學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310401,民族學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310401,民族學系,學士班(日間),56
101,1,公立,一般大學,1,國立政治大學,310501,心理學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310501,心理學系,學士班(日間),39
101,1,公立,一般大學,1,國立政治大學,310506,輔導與諮商碩士學位學程,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310702,東亞研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,310702,東亞研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310705,日本研究碩士學位學程,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310709,俄羅斯研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310801,公共行政學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310801,公共行政學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310801,公共行政學系,學士班(日間),59
101,1,公立,一般大學,1,國立政治大學,310811,地政學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310811,地政學系,學士班(日間),122
101,1,公立,一般大學,1,國立政治大學,310905,外交學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,310905,外交學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,310905,外交學系,學士班(日間),121
101,1,公立,一般大學,1,國立政治大學,311002,國家發展研究所,博士班,0
101,1,公立,一般大學,1,國立政治大學,311002,國家發展研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,311003,勞工研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,320116,傳播學士學位學程,學士班(日間),35
101,1,公立,一般大學,1,國立政治大學,320201,新聞學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,320201,新聞學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,320201,新聞學系,學士班(日間),125
101,1,公立,一般大學,1,國立政治大學,320301,廣播電視學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,320301,廣播電視學系,學士班(日間),47
101,1,公立,一般大學,1,國立政治大學,320603,圖書資訊與檔案學研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,320802,廣告學系,學士班(日間),50
101,1,公立,一般大學,1,國立政治大學,340105,智慧財產研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340201,會計學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340201,會計學系,學士班(日間),74
101,1,公立,一般大學,1,國立政治大學,340301,企業管理學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340301,企業管理學系,學士班(日間),75
101,1,公立,一般大學,1,國立政治大學,340408,國際經營與貿易學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340408,國際經營與貿易學系,學士班(日間),57
101,1,公立,一般大學,1,國立政治大學,340504,財務管理學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340504,財務管理學系,學士班(日間),42
101,1,公立,一般大學,1,國立政治大學,340505,金融學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340505,金融學系,學士班(日間),47
101,1,公立,一般大學,1,國立政治大學,340601,風險管理與保險學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340601,風險管理與保險學系,學士班(日間),40
101,1,公立,一般大學,1,國立政治大學,340701,財政學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,340701,財政學系,學士班(日間),114
101,1,公立,一般大學,1,國立政治大學,349901,科技管理研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,380101,法律學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,380101,法律學系,學士班(日間),186
101,1,公立,一般大學,1,國立政治大學,380204,法律科際整合研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,389999,法學院碩士在職專班,碩士在職專班,0
101,1,公立,一般大學,1,國立政治大學,440302,應用物理研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,460102,應用數學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,460102,應用數學系,學士班(日間),15
101,1,公立,一般大學,1,國立政治大學,460201,統計學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,460201,統計學系,學士班(日間),28
101,1,公立,一般大學,1,國立政治大學,480109,資訊管理學系,博士班,0
101,1,公立,一般大學,1,國立政治大學,480109,資訊管理學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,480109,資訊管理學系,學士班(日間),52
101,1,公立,一般大學,1,國立政治大學,520116,資訊科學系,碩士在職專班,0
101,1,公立,一般大學,1,國立政治大學,520116,資訊科學系,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,520116,資訊科學系,學士班(日間),19
101,1,公立,一般大學,1,國立政治大學,720111,神經科學研究所,碩士班(日間),0
101,1,公立,一般大學,1,國立政治大學,760302,社會工作研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,220101,台灣文學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,220101,台灣文學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,220201,中國文學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,220201,中國文學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,220201,中國文學系,學士班(日間),13
101,1,公立,一般大學,2,國立清華大學,220301,外國語文學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,220301,外國語文學系,學士班(日間),25
101,1,公立,一般大學,2,國立清華大學,220701,語言學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,220701,語言學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,220901,歷史研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,220901,歷史研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,221001,人類學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,221001,人類學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,221101,哲學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,229999,人文社會學院學士班,學士班(日間),13
101,1,公立,一般大學,2,國立清華大學,310101,經濟學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,310101,經濟學系,學士班(日間),51
101,1,公立,一般大學,2,國立清華大學,310301,社會學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,310301,社會學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,310719,台灣研究教師在職進修碩士學位班,碩士在職專班,0
101,1,公立,一般大學,2,國立清華大學,311019,學習科學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,340310,國際專業管理碩士班,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,340501,計量財務金融學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,340501,計量財務金融學系,學士班(日間),43
101,1,公立,一般大學,2,國立清華大學,349901,科技管理研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,349901,科技管理研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,349951,服務科學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,349996,科技管理學院學士班,學士班(日間),5
101,1,公立,一般大學,2,國立清華大學,380203,科技法律研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,420103,生命科學系,學士班(日間),15
101,1,公立,一般大學,2,國立清華大學,420302,生物科技研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,420302,生物科技研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,420313,分子與細胞生物研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,420313,分子與細胞生物研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,420605,生物資訊與結構生物研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,420605,生物資訊與結構生物研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,429903,生命科學院學士班,學士班(日間),1
101,1,公立,一般大學,2,國立清華大學,429904,系統神經科學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,440101,化學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,440101,化學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,440101,化學系,學士班(日間),7
101,1,公立,一般大學,2,國立清華大學,440301,物理學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,440301,物理學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,440301,物理學系,學士班(日間),13
101,1,公立,一般大學,2,國立清華大學,440601,天文研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,449905,先進光源科技學位學程,博士班,0
101,1,公立,一般大學,2,國立清華大學,449905,先進光源科技學位學程,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,449999,理學院學士班,學士班(日間),0
101,1,公立,一般大學,2,國立清華大學,460101,數學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,460101,數學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,460101,數學系,學士班(日間),39
101,1,公立,一般大學,2,國立清華大學,460201,統計學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,480401,資訊系統與應用研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,480401,資訊系統與應用研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520101,電機工程學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520101,電機工程學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520101,電機工程學系,學士班(日間),13
101,1,公立,一般大學,2,國立清華大學,520103,電子工程研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,520103,電子工程研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520106,光電工程研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,520106,光電工程研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520114,資訊工程學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520114,資訊工程學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520114,資訊工程學系,學士班(日間),14
101,1,公立,一般大學,2,國立清華大學,520126,通訊工程研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,520126,通訊工程研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520198,電機資訊學院學士班,學士班(日間),1
101,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520201,動力機械工程學系,學士班(日間),12
101,1,公立,一般大學,2,國立清華大學,520401,化學工程學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520401,化學工程學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520401,化學工程學系,學士班(日間),5
101,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520502,材料科學工程學系,學士班(日間),14
101,1,公立,一般大學,2,國立清華大學,520518,奈米工程與微系統研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,520518,奈米工程與微系統研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,碩士在職專班,0
101,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,520601,工業工程與工程管理學系,學士班(日間),27
101,1,公立,一般大學,2,國立清華大學,521104,生醫工程與環境科學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,521104,生醫工程與環境科學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,521104,生醫工程與環境科學系,學士班(日間),1
101,1,公立,一般大學,2,國立清華大學,521108,生物醫學工程研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,521201,工程與系統科學系,博士班,0
101,1,公立,一般大學,2,國立清華大學,521201,工程與系統科學系,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,521201,工程與系統科學系,學士班(日間),13
101,1,公立,一般大學,2,國立清華大學,521202,核子工程與科學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,521202,核子工程與科學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,521399,原子科學院學士班,學士班(日間),0
101,1,公立,一般大學,2,國立清華大學,529999,工學院學士班,學士班(日間),0
101,1,公立,一般大學,2,國立清華大學,720107,分子醫學研究所,博士班,0
101,1,公立,一般大學,2,國立清華大學,720107,分子醫學研究所,碩士班(日間),0
101,1,公立,一般大學,2,國立清華大學,720117,醫學科學系,學士班(日間),0
101,1,公立,一般大學,2,國立清華大學,990199,大一不分系,學士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,210401,音樂學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,210501,戲劇學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,210501,戲劇學系,學士班(日間),18
101,1,公立,一般大學,3,國立臺灣大學,220101,臺灣文學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,220201,中國文學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,220201,中國文學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220201,中國文學系,學士班(日間),33
101,1,公立,一般大學,3,國立臺灣大學,220201,中國文學系國際學生學士班,學士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220301,外國語文學系,學士班(日間),93
101,1,公立,一般大學,3,國立臺灣大學,220320,日本語文學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220320,日本語文學系,學士班(日間),43
101,1,公立,一般大學,3,國立臺灣大學,220701,語言學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,220701,語言學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220901,歷史學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,220901,歷史學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,220901,歷史學系,學士班(日間),43
101,1,公立,一般大學,3,國立臺灣大學,221001,人類學系,學士班(日間),21
101,1,公立,一般大學,3,國立臺灣大學,221101,哲學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,221101,哲學系,學士班(日間),24
101,1,公立,一般大學,3,國立臺灣大學,310101,經濟學系,學士班(日間),81
101,1,公立,一般大學,3,國立臺灣大學,310201,政治學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,310201,政治學系,學士班(日間),140
101,1,公立,一般大學,3,國立臺灣大學,310301,社會學系,學士班(日間),31
101,1,公立,一般大學,3,國立臺灣大學,310501,心理學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,310501,心理學系,學士班(日間),27
101,1,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,310602,地理環境資源學系,學士班(日間),30
101,1,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,311002,國家發展研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,320201,新聞研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,320602,圖書資訊學系,學士班(日間),31
101,1,公立,一般大學,3,國立臺灣大學,340101,商學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,340201,會計學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,340201,會計學系,學士班(日間),27
101,1,公立,一般大學,3,國立臺灣大學,340302,工商管理學系,學士班(日間),50
101,1,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,340307,國際企業學系,學士班(日間),39
101,1,公立,一般大學,3,國立臺灣大學,340501,財務金融學系,學士班(日間),42
101,1,公立,一般大學,3,國立臺灣大學,380101,法律學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,380101,法律學系,學士班(日間),86
101,1,公立,一般大學,3,國立臺灣大學,380205,科際整合法律學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420103,生命科學系,學士班(日間),28
101,1,公立,一般大學,3,國立臺灣大學,420105,動物學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420105,動物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420106,植物科學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420107,昆蟲學系,學士班(日間),11
101,1,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420202,生態學與演化生物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420309,生化科學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420310,生化科技學系,學士班(日間),6
101,1,公立,一般大學,3,國立臺灣大學,420313,分子與細胞生物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420321,基因體與系統生物學學位學程,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420401,微生物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,420501,生物化學暨分子生物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,440101,化學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,440101,化學系,學士班(日間),18
101,1,公立,一般大學,3,國立臺灣大學,440203,地質科學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,440203,地質科學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,440203,地質科學系,學士班(日間),21
101,1,公立,一般大學,3,國立臺灣大學,440301,物理學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,440301,物理學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,440301,物理學系,學士班(日間),17
101,1,公立,一般大學,3,國立臺灣大學,440302,應用物理學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,440401,大氣科學系,學士班(日間),19
101,1,公立,一般大學,3,國立臺灣大學,440508,海洋研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,460101,數學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,460101,數學系,學士班(日間),19
101,1,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,480109,資訊管理學系,學士班(日間),14
101,1,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,480202,資訊網路與多媒體研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520101,電機工程學系,學士班(日間),66
101,1,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520103,電子工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520106,光電工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520114,資訊工程學系,學士班(日間),25
101,1,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520123,電信工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520201,機械工程學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520201,機械工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520201,機械工程學系,學士班(日間),43
101,1,公立,一般大學,3,國立臺灣大學,520234,應用力學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520239,生物產業機電工程學系,學士班(日間),5
101,1,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520301,土木工程學系,學士班(日間),33
101,1,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520315,生物環境系統工程學系,學士班(日間),13
101,1,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520401,化學工程學系,學士班(日間),24
101,1,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520502,材料科學與工程學系,學士班(日間),15
101,1,公立,一般大學,3,國立臺灣大學,520601,工業工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,520901,環境工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,521105,生醫電子與資訊學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,521105,生醫電子與資訊學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,521302,工程科學及海洋工程學系,學士班(日間),15
101,1,公立,一般大學,3,國立臺灣大學,521307,醫學工程學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,589901,建築與城鄉研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620102,農藝學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620102,農藝學系,學士班(日間),13
101,1,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620203,動物科學技術學系,學士班(日間),2
101,1,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620303,園藝暨景觀學系,學士班(日間),23
101,1,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620402,植物病理與微生物學系,學士班(日間),8
101,1,公立,一般大學,3,國立臺灣大學,620404,植物醫學碩士學位學程,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620501,農業經濟學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620501,農業經濟學系,學士班(日間),21
101,1,公立,一般大學,3,國立臺灣大學,620510,生物產業傳播暨發展學系,博士班,0
